Date,Open,High,Low,Close,Volume
1/28/11,1299.63,1302.67,1275.1,1276.34,3121461111
1/31/11,1276.5,1287.17,1276.5,1286.12,2315088889
2/1/11,1289.14,1308.86,1289.14,1307.59,2869166667
2/2/11,1305.91,1307.61,1302.62,1304.03,2276811111
2/3/11,1302.77,1308.6,1294.83,1307.1,2428327778
2/4/11,1307.01,1311,1301.67,1310.87,2181083333
2/7/11,1311.85,1322.85,1311.85,1319.05,2167927778
2/8/11,1318.76,1324.87,1316.03,1324.57,2156405556
2/9/11,1322.48,1324.54,1314.89,1320.88,2179022222
2/10/11,1318.13,1322.78,1311.74,1321.87,2324783333
2/11/11,1318.66,1330.79,1316.08,1329.15,2344055556
2/14/11,1328.73,1332.96,1326.9,1332.32,1981688889
2/15/11,1330.43,1330.43,1324.61,1328.01,2181588889
2/16/11,1329.51,1337.61,1329.51,1336.32,1092472222
2/17/11,1334.37,1341.5,1331,1340.43,1092472222
2/18/11,1340.38,1344.07,1338.12,1343.01,645727778
2/22/11,1338.91,1338.91,1312.33,1315.44,734877778
2/23/11,1315.44,1317.91,1299.55,1307.4,739077778
2/24/11,1307.09,1310.91,1294.26,1306.1,679388889
2/25/11,1307.34,1320.61,1307.34,1319.88,2131127778
2/28/11,1321.61,1329.38,1320.55,1327.22,696027778
3/1/11,1328.64,1332.09,1306.14,1306.33,655788889
3/2/11,1305.47,1314.19,1302.58,1308.44,569444444
3/3/11,1312.37,1332.28,1312.37,1330.97,2411372222
3/4/11,1330.73,1331.08,1312.59,1321.15,2346522222
3/7/11,1322.72,1327.68,1303.99,1310.13,2202627778
3/8/11,1311.05,1325.74,1306.86,1321.82,2517455556
3/9/11,1319.92,1323.21,1312.27,1320.02,2060844444
3/10/11,1315.72,1315.72,1294.21,1295.11,2623900000
3/11/11,1293.43,1308.35,1291.99,1304.28,2078000000
3/14/11,1301.19,1301.19,1286.37,1296.39,2250205556
3/15/11,1288.46,1288.46,1261.12,1281.87,2889666667
3/16/11,1279.46,1280.91,1249.05,1256.88,3240555556
3/17/11,1261.61,1278.88,1261.61,1273.72,2297194444
3/18/11,1276.71,1288.88,1276.18,1279.21,2603055556
3/21/11,1281.65,1300.58,1281.65,1298.38,2346516667
3/22/11,1298.29,1299.35,1292.7,1293.77,1986972222
3/23/11,1292.19,1300.51,1284.05,1297.54,2134638889
3/24/11,1300.61,1311.34,1297.74,1309.66,2346522222
3/25/11,1311.8,1319.18,1310.15,1313.8,2346522222
3/28/11,1315.45,1319.74,1310.19,1310.19,1786205556
3/29/11,1309.37,1319.45,1305.26,1319.44,1934766667
3/30/11,1321.89,1331.74,1321.89,1328.26,2116427778
3/31/11,1327.44,1329.77,1325.03,1325.83,1981261111
4/1/11,1329.48,1337.85,1328.89,1332.41,2346522222
4/4/11,1333.56,1336.74,1329.1,1332.87,2346522222
4/5/11,1332.03,1338.21,1330.03,1332.63,2140155556
4/6/11,1335.94,1339.38,1331.09,1335.54,2346522222
4/7/11,1334.82,1338.8,1326.56,1333.51,2225333333
4/8/11,1336.16,1339.46,1322.94,1328.17,1990450000
4/11/11,1329.01,1333.77,1321.06,1324.46,1932761111
4/12/11,1321.96,1321.96,1309.51,1314.16,2375272222
4/13/11,1314.03,1321.35,1309.19,1314.41,2139366667
4/14/11,1311.13,1316.79,1302.42,1314.52,2151461111
4/15/11,1314.54,1322.88,1313.68,1319.68,2346522222
4/18/11,1313.35,1313.35,1294.7,1305.14,2346522222
4/19/11,1305.99,1312.7,1303.97,1312.62,2159055556
4/20/11,1319.12,1332.66,1319.12,1330.36,2353488889
4/21/11,1333.23,1337.49,1332.83,1337.38,1992911111
4/25/11,1337.14,1337.55,1331.47,1335.25,1190072222
4/26/11,1336.75,1349.55,1336.75,1347.24,2171144444
4/27/11,1348.43,1357.49,1344.25,1355.66,2250872222
4/28/11,1353.86,1361.71,1353.6,1360.48,2242677778
4/29/11,1360.14,1364.56,1358.69,1363.61,1932816667
5/2/11,1365.21,1370.58,1358.59,1361.22,2136805556
5/3/11,1359.76,1360.84,1349.52,1356.62,2346522222
5/4/11,1355.9,1355.9,1341.5,1347.32,2346522222
5/5/11,1344.16,1348,1329.17,1335.1,2136805556
5/6/11,1340.24,1354.36,1335.58,1340.2,2346522222
5/9/11,1340.2,1349.44,1338.64,1346.29,2369583333
5/10/11,1348.34,1359.44,1348.34,1357.16,2346522222
5/11/11,1354.51,1354.51,1336.36,1342.08,2136805556
5/12/11,1339.39,1351.05,1332.03,1348.65,2098450000
5/13/11,1348.69,1350.47,1333.36,1337.77,1903700000
5/16/11,1334.77,1343.33,1327.32,1329.47,2136805556
5/17/11,1326.1,1330.42,1318.51,1328.98,2252205556
5/18/11,1328.54,1341.82,1326.59,1340.68,2178905556
5/19/11,1342.4,1346.82,1336.36,1343.6,2014505556
5/20/11,1342,1342,1330.67,1333.27,2258900000
5/23/11,1333.07,1333.07,1312.88,1317.37,1808655556
5/24/11,1317.7,1323.72,1313.87,1316.28,2136805556
5/25/11,1316.36,1325.86,1311.8,1320.47,2283150000
5/26/11,1320.64,1328.51,1314.41,1325.69,1810816667
5/27/11,1325.69,1334.62,1325.69,1331.1,1735866667
5/31/11,1331.1,1345.2,1331.1,1345.2,2609022222
6/1/11,1345.2,1345.2,1313.71,1314.55,2356161111
6/2/11,1314.55,1318.03,1305.61,1312.94,2090094444
6/3/11,1312.94,1312.94,1297.9,1300.16,1947238889
6/6/11,1300.26,1300.26,1284.72,1286.17,1975544444
6/7/11,1286.31,1296.22,1284.74,1284.94,2136805556
6/8/11,1284.63,1287.04,1277.42,1279.56,2206005556
6/9/11,1279.63,1294.54,1279.63,1289,1851394444
6/10/11,1288.6,1288.6,1268.28,1270.98,2136805556
6/13/11,1271.31,1277.04,1265.64,1271.83,2295844444
6/14/11,1272.22,1292.5,1272.22,1287.87,1944600000
6/15/11,1287.87,1287.87,1261.9,1265.42,2261388889
6/16/11,1265.53,1274.11,1258.07,1267.64,2136805556
6/17/11,1268.58,1279.82,1267.4,1271.5,2731366667
6/20/11,1271.5,1280.42,1267.56,1278.36,1924811111
6/21/11,1278.4,1297.62,1278.4,1295.52,2253416667
6/22/11,1295.48,1298.61,1286.79,1287.14,2065788889
6/23/11,1286.6,1286.6,1262.87,1283.5,2768583333
6/24/11,1283.04,1283.93,1267.24,1268.45,2036300000
6/27/11,1268.44,1284.91,1267.53,1280.1,1932816667
6/28/11,1280.21,1296.8,1280.21,1296.67,2045277778
6/29/11,1296.85,1309.21,1296.85,1307.41,2415300000
6/30/11,1307.64,1321.97,1307.64,1320.64,2333611111
7/1/11,1320.64,1341.01,1318.18,1339.67,2109405556
7/5/11,1339.59,1340.89,1334.3,1337.88,2067955556
7/6/11,1337.56,1340.94,1330.92,1339.22,1980105556
7/7/11,1339.62,1356.48,1339.62,1353.22,2260850000
7/8/11,1352.39,1352.39,1333.71,1343.8,1996866667
7/11/11,1343.31,1343.31,1316.42,1319.49,2155072222
7/12/11,1319.61,1327.17,1313.33,1313.64,2348827778
7/13/11,1314.45,1331.48,1314.45,1317.72,2255600000
7/14/11,1317.74,1326.88,1306.51,1308.87,2421427778
7/15/11,1308.87,1317.7,1307.52,1316.14,2357088889
7/18/11,1315.94,1315.94,1295.92,1305.44,2287866667
7/19/11,1307.07,1328.14,1307.07,1326.73,2391444444
7/20/11,1328.66,1330.43,1323.65,1325.84,2093011111
7/21/11,1325.65,1347,1325.65,1343.8,2687461111
7/22/11,1343.8,1346.1,1336.95,1345.02,1957127778
7/25/11,1344.32,1344.32,1331.09,1337.43,1964938889
7/26/11,1337.39,1338.51,1329.59,1331.94,2226138889
7/27/11,1331.91,1331.91,1303.49,1304.89,1932800000
7/28/11,1304.84,1316.32,1299.16,1300.67,2751000000
7/29/11,1300.12,1304.16,1282.86,1292.28,2811772222
8/1/11,1292.59,1307.38,1274.73,1286.94,2759661111
8/2/11,1286.56,1286.56,1254.03,1254.05,2892383333
8/3/11,1254.25,1261.2,1234.56,1260.34,3581633333
8/4/11,1260.23,1260.23,1199.54,1200.07,2370294444
8/5/11,1200.28,1218.11,1168.09,1199.38,3030327778
8/8/11,1198.48,1198.48,1119.28,1119.46,1452861111
8/9/11,1120.23,1172.88,1101.54,1172.53,1314811111
8/10/11,1171.77,1171.77,1118.01,1120.76,2787816667
8/11/11,1121.3,1186.29,1121.3,1172.64,2047250000
8/12/11,1172.87,1189.04,1170.74,1178.81,3133544444
8/15/11,1178.86,1204.49,1178.86,1204.49,2373805556
8/16/11,1204.22,1204.22,1180.53,1192.76,2817555556
8/17/11,1192.89,1208.47,1184.36,1193.89,2437966667
8/18/11,1189.62,1189.62,1131.03,1140.65,1797116667
8/19/11,1140.47,1154.54,1122.05,1123.53,2870866667
8/22/11,1123.55,1145.49,1121.09,1123.82,3020144444
8/23/11,1124.36,1162.35,1124.36,1162.35,2785094444
8/24/11,1162.16,1178.56,1156.3,1177.6,2952950000
8/25/11,1176.69,1190.68,1155.47,1159.27,3193566667
8/26/11,1158.85,1181.23,1135.91,1176.8,2797400000
8/29/11,1177.91,1210.28,1177.91,1210.08,2348927778
8/30/11,1209.76,1220.1,1195.77,1212.92,2540316667
8/31/11,1213,1230.71,1209.35,1218.89,2926577778
9/1/11,1219.12,1229.29,1203.85,1204.42,2655783333
9/2/11,1203.9,1203.9,1170.56,1173.97,2445411111
9/6/11,1173.97,1173.97,1140.13,1165.24,2835544444
9/7/11,1165.85,1198.62,1165.85,1198.62,2467244444
9/8/11,1197.98,1204.4,1183.34,1185.9,2480650000
9/9/11,1185.37,1185.37,1148.37,1154.23,2547983333
9/12/11,1153.5,1162.52,1136.07,1162.27,2871416667
9/13/11,1162.59,1176.41,1157.44,1172.87,2600761111
9/14/11,1173.32,1202.38,1162.73,1188.68,2770411111
9/15/11,1189.44,1209.11,1189.44,1209.11,2488738889
9/16/11,1209.21,1220.06,1204.46,1216.01,2916050000
9/19/11,1214.99,1214.99,1188.36,1204.09,2363438889
9/20/11,1204.5,1220.39,1201.29,1202.09,2397561111
